episodio,recompensa_total,pasos,epsilon,q_values_mean,td_errors_mean
315,2.0,1600,0.729600897512789,2.6669109430248774,0.009856558371338501
316,-25.200000375509262,1600,0.7288712966152762,2.176292338049373,0.034959948026503006
317,-9.850000098347664,1600,0.7281424253186609,2.5487176970655208,0.020660564191317617
318,-12.050000105053186,1600,0.7274142828933422,2.4496704443944397,0.02173279194315609
319,0.0,1600,0.7266868686104488,2.1479073248701606,0.007647952711136031
320,-8.000000074505806,1600,0.7259601817418384,2.1760423646830267,0.01495874868229475
321,1.0,1600,0.7252342215600965,2.3714132309194396,0.010751479922122357
322,-4.800000004470348,1600,0.7245089873385364,2.2110312962315395,0.014390774813918426
323,-41.75000064074993,1600,0.7237844783511979,2.775598765752732,0.0496792529390601
324,0.0,1600,0.7230606938728467,2.723573855633001,0.009402526604827653
325,-1.0,1600,0.7223376331789738,2.6115573661518856,0.010133477901418267
326,-3.0,1600,0.7216152955457948,2.370406294249466,0.007340185795877225
327,-4.900000061839819,1600,0.720893680250249,2.5989007398473754,0.018581396053056424
328,-17.250000223517418,1600,0.7201727865699987,2.1526909467359547,0.010281158221311891
329,2.0,1600,0.7194526137834287,2.3081803019121665,0.010544324001879105
330,2.0,1600,0.7187331611696453,2.630779906077721,0.010964373478382687
331,3.0,1600,0.7180144280084756,2.2009400295916923,0.013315084768292212
332,-26.650000393390656,1600,0.7172964135804671,2.1109212723641577,0.035558572160946766
333,-36.10000055655837,1600,0.7165791171668867,2.267396631558563,0.043983140722327216
334,-7.6500000432133675,1600,0.7158625380497198,2.663680871558676,0.01398334440097125
335,-42.45000056922436,1600,0.7151466755116701,2.177071751036547,0.03744176472663349
336,-3.0,1600,0.7144315288361585,2.182266111267939,0.008996492810751391
337,1.0,1600,0.7137170973073222,2.1955617550017332,0.009274818414029934
338,2.0,1600,0.713003380210015,2.3398840324280443,0.010301974532735913
339,1.0,1600,0.712290376829805,2.22315727276281,0.008449714032488481
340,-3.050000049173832,1600,0.7115780864529752,2.2477680615547753,0.013765939267560168
341,-28.250000432133675,1600,0.7108665083665222,2.225305789872976,0.036460992468956815
342,1.0,1600,0.7101556418581557,2.162025454974106,0.008712194207452508
343,0.0,1600,0.7094454862162975,2.339263333344766,0.011497090458012081
344,0.0,1600,0.7087360407300812,2.390672899529064,0.01072863952029494
345,-39.30000063031912,1600,0.7080273046893512,2.2348272972692507,0.047858731779448216
346,0.0,1600,0.7073192773846618,2.191370452703387,0.004739479823149413
347,-2.0,1600,0.7066119581072772,2.667344268835505,0.011458253867463635
348,-24.20000033453107,1600,0.7059053461491699,2.2416986038091666,0.03214454696130923
349,-19.150000240653753,1600,0.7051994408030208,2.2536512834237072,0.027495700260576194
350,-20.500000298023224,1600,0.7044942413622177,2.235591561840784,0.027341117839298348
